system,pattern,workload,chunks,repetition,ref_makespan_s,wms_makespan_s,overhead_s,overhead_pct,ratio,ref_compute_phase_s,wms_compute_phase_s,wms_task_span_s,wms_gen_to_pre_s,wms_pre_to_comp_s,wms_comp_to_post_s,wms_pre_to_split_s,wms_split_to_comp_s,wms_comp_to_agg_s,wms_agg_to_post_s,wms_start_spread_s
aiida,scatter_gather,medium,4,1,12.531331,21.347921,8.816590,70.356374,1.703564,12.324794,12.594147,19.386185,1.281541,,,1.248126,1.458910,1.538004,1.264527,0.513734
aiida,scatter_gather,medium,4,2,12.242566,21.316855,9.074289,74.120810,1.741208,12.037146,12.511119,19.356454,1.275031,,,1.275145,1.550782,1.498546,1.244888,0.450197
aiida,scatter_gather,medium,4,3,12.364907,20.943756,8.578849,69.380615,1.693806,12.160685,12.276470,19.010301,1.241642,,,1.318010,1.499035,1.409582,1.264619,0.479750
aiida,scatter_gather,medium,4,4,12.254425,21.831509,9.577084,78.152046,1.781520,12.055067,13.137394,19.873729,1.334268,,,1.240753,1.495708,1.410157,1.254485,0.501276
aiida,scatter_gather,medium,4,5,12.101160,21.438719,9.337560,77.162520,1.771625,11.898888,12.573152,19.371599,1.247239,,,1.261364,1.502120,1.529609,1.257132,0.501597
aiida,scatter_gather,long,1,1,210.192890,255.472313,45.279423,21.541843,1.215418,209.977503,246.879689,253.270879,1.315193,,,1.277844,1.270238,1.306461,1.220736,0.000000
aiida,scatter_gather,long,1,2,212.988000,219.884529,6.896529,3.237989,1.032380,212.767167,211.604294,217.949032,1.255993,,,1.225584,1.268071,1.325942,1.268448,0.000000
aiida,scatter_gather,long,1,3,216.275508,218.528168,2.252660,1.041570,1.010416,216.061086,210.358509,216.607828,1.273370,,,1.247079,1.250232,1.261567,1.216380,0.000000
aiida,scatter_gather,long,2,1,125.221019,118.279147,-6.941873,-5.543696,0.944563,124.996353,109.716858,116.197060,1.211713,,,1.268725,1.500364,1.275415,1.223236,0.000276
aiida,scatter_gather,long,2,2,106.848151,118.487159,11.639008,10.893036,1.108930,106.634344,110.120508,116.541543,1.213401,,,1.246022,1.471431,1.250734,1.238670,0.075564
aiida,scatter_gather,long,2,3,108.606374,120.462901,11.856527,10.916972,1.109170,108.383846,112.102518,118.588867,1.256492,,,1.324912,1.427996,1.263739,1.212365,0.000189
aiida,scatter_gather,long,4,1,55.592211,64.960781,9.368569,16.852306,1.168523,55.361513,56.329986,62.902190,1.203439,,,1.212902,1.477354,1.419197,1.258376,0.529979
aiida,scatter_gather,long,4,2,56.023392,73.831033,17.807641,31.786081,1.317861,55.798218,65.230511,71.941535,1.217319,,,1.238475,1.509617,1.488960,1.255713,0.522386
aiida,scatter_gather,long,4,3,55.434382,63.848239,8.413857,15.178048,1.151780,55.208825,55.194939,61.715259,1.203114,,,1.270308,1.456331,1.371786,1.217847,0.521834
