system,pattern,workload,chunks,repetition,ref_makespan_s,wms_makespan_s,overhead_s,overhead_pct,ratio,ref_compute_phase_s,wms_compute_phase_s,wms_task_span_s,wms_gen_to_pre_s,wms_pre_to_comp_s,wms_comp_to_post_s,wms_pre_to_split_s,wms_split_to_comp_s,wms_comp_to_agg_s,wms_agg_to_post_s,wms_start_spread_s
streamflow,scatter_gather,medium,4,1,13.897231041,15.780189292,1.882958251,13.549161308,1.135491613,13.694400000,13.754528000,14.066851000,0.062087000,,,0.051714000,0.065214000,0.077968000,0.052861000,0.043360000
streamflow,scatter_gather,medium,4,2,13.934128000,15.814713083,1.880585083,13.496252389,1.134962524,13.731498000,13.756220000,14.067140000,0.054822000,,,0.058763000,0.061215000,0.079843000,0.053872000,0.044108000
streamflow,scatter_gather,medium,4,3,13.874091459,15.433709084,1.559617625,11.241223468,1.112412235,13.679031000,13.511046000,13.806450000,0.051981000,,,0.049754000,0.056771000,0.076114000,0.058602000,0.033851000
streamflow,scatter_gather,medium,4,4,13.750197209,15.687854167,1.937656958,14.091848492,1.140918485,13.545403000,13.592662000,13.895709000,0.059045000,,,0.055713000,0.067112000,0.069530000,0.049494000,0.040005000
streamflow,scatter_gather,medium,4,5,13.696518958,15.478686584,1.782167626,13.011829002,1.130118290,13.506929000,13.531996000,13.826441000,0.053054000,,,0.051853000,0.063663000,0.073204000,0.050676000,0.037660000
streamflow,scatter_gather,long,1,1,246.733201250,247.941101708,1.207900458,0.489557324,1.004895573,246.512998000,245.785144000,246.113415000,0.062493000,,,0.056550000,0.074327000,0.082243000,0.050609000,0.000000000
streamflow,scatter_gather,long,1,2,246.383325083,248.651132750,2.267807667,0.920438778,1.009204388,246.121484000,245.900393000,246.215431000,0.061977000,,,0.054556000,0.062582000,0.078077000,0.054192000,0.000000000
streamflow,scatter_gather,long,1,3,246.307560916,248.392397584,2.084836668,0.846436325,1.008464363,246.111942000,246.315300000,246.613042000,0.057802000,,,0.055795000,0.064592000,0.065225000,0.052641000,0.000000000
streamflow,scatter_gather,long,2,1,124.660238708,126.503443458,1.843204750,1.478582721,1.014785827,124.469850000,124.526388000,124.818167000,0.055302000,,,0.055612000,0.062942000,0.065139000,0.050791000,0.009711000
streamflow,scatter_gather,long,2,2,125.467841542,126.769459625,1.301618083,1.037411712,1.010374117,125.267163000,124.742503000,125.040051000,0.056722000,,,0.055629000,0.061116000,0.068343000,0.053833000,0.006967000
streamflow,scatter_gather,long,2,3,124.663781000,126.363860417,1.700079417,1.363731633,1.013637316,124.459743000,124.373316000,124.667696000,0.053815000,,,0.050022000,0.057039000,0.078396000,0.053240000,0.009620000
streamflow,scatter_gather,long,4,1,62.526594542,67.034052041,4.507457499,7.208864535,1.072088645,62.318398000,64.868431000,65.201221000,0.051647000,,,0.049745000,0.064019000,0.101024000,0.063966000,0.035849000
streamflow,scatter_gather,long,4,2,63.716116417,66.449269083,2.733152666,4.289578241,1.042895782,63.481500000,63.535205000,63.904026000,0.059659000,,,0.058176000,0.069826000,0.106506000,0.072295000,0.039672000
streamflow,scatter_gather,long,4,3,63.003198000,64.837064791,1.833866791,2.910751913,1.029107519,62.772253000,62.665134000,62.972996000,0.062307000,,,0.052018000,0.062435000,0.077146000,0.051842000,0.039649000
